fault_id,probability,failed,passed_correct,passed_wrong_sdc
16,0.45,0,864,0
16,0.50,0,864,0
16,0.55,0,864,0
16,0.60,0,864,0
16,0.65,0,864,0
16,0.70,0,864,0
16,0.75,0,864,0
16,0.80,0,864,0
16,0.85,0,864,0
16,0.90,0,864,0
16,0.95,0,864,0
16,1.00,0,864,0
17,0.00,0,864,0
17,0.05,0,864,0
17,0.10,0,864,0
17,0.15,0,864,0
17,0.20,0,864,0
17,0.25,0,864,0
17,0.30,0,864,0
17,0.35,0,864,0
17,0.40,0,864,0
17,0.45,0,864,0
17,0.50,0,864,0
17,0.55,0,864,0
17,0.60,0,864,0
17,0.65,0,864,0
17,0.70,0,864,0
17,0.75,0,864,0
17,0.80,0,864,0
17,0.85,0,864,0
17,0.90,0,864,0
17,0.95,0,864,0
17,1.00,0,864,0
18,0.00,0,864,0
18,0.05,851,13,0
18,0.10,862,2,0
18,0.15,864,0,0
18,0.20,864,0,0
18,0.25,864,0,0
18,0.30,864,0,0
18,0.35,864,0,0
18,0.40,864,0,0
18,0.45,864,0,0
18,0.50,864,0,0
18,0.55,864,0,0
18,0.60,864,0,0
18,0.65,864,0,0
18,0.70,864,0,0
18,0.75,864,0,0
18,0.80,864,0,0
18,0.85,864,0,0
18,0.90,864,0,0
18,0.95,864,0,0
18,1.00,864,0,0
19,0.00,0,864,0
19,0.05,864,0,0
19,0.10,864,0,0
19,0.15,864,0,0
19,0.20,864,0,0
19,0.25,864,0,0
19,0.30,864,0,0
19,0.35,864,0,0
19,0.40,864,0,0
19,0.45,864,0,0
19,0.50,864,0,0
19,0.55,864,0,0
19,0.60,864,0,0
19,0.65,864,0,0
19,0.70,864,0,0
19,0.75,864,0,0
19,0.80,864,0,0
19,0.85,864,0,0
19,0.90,864,0,0
19,0.95,864,0,0
19,1.00,864,0,0
20,0.00,0,864,0
20,0.05,864,0,0
20,0.10,864,0,0
20,0.15,864,0,0
20,0.20,864,0,0
20,0.25,864,0,0
20,0.30,864,0,0
20,0.35,864,0,0
20,0.40,864,0,0
20,0.45,864,0,0
20,0.50,864,0,0
20,0.55,864,0,0
20,0.60,864,0,0
20,0.65,864,0,0
20,0.70,864,0,0
20,0.75,864,0,0
20,0.80,864,0,0
20,0.85,864,0,0
20,0.90,864,0,0
20,0.95,864,0,0
20,1.00,864,0,0
21,0.00,0,864,0
21,0.05,864,0,0
21,0.10,864,0,0
21,0.15,864,0,0
21,0.20,864,0,0
21,0.25,864,0,0
21,0.30,864,0,0
21,0.35,864,0,0
21,0.40,864,0,0
21,0.45,864,0,0
21,0.50,864,0,0
21,0.55,864,0,0
21,0.60,864,0,0
21,0.65,864,0,0
21,0.70,864,0,0
21,0.75,864,0,0
21,0.80,864,0,0
21,0.85,864,0,0
21,0.90,864,0,0
21,0.95,864,0,0
21,1.00,864,0,0
