Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.00    0.00       4/123704      std::__detail::_Hash_node<std::pair<double* const, unsigned long>, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<double* const, unsigned long>, false> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<double* const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<double* const&>&&, std::tuple<>&&) [570]
                0.00    0.00  123692/123704      std::__detail::_Hash_node_value_base<std::pair<double* const, unsigned long> >::_M_v() [333]
[301]    0.0    0.00    0.00  123704         std::__detail::_Hash_node_value_base<std::pair<double* const, unsigned long> >::_M_valptr() [301]
                0.00    0.00  123704/123704      __gnu_cxx::__aligned_buffer<std::pair<double* const, unsigned long> >::_M_ptr() [296]
-----------------------------------------------
                0.00    0.00       4/123704      std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, false> > >::_M_deallocate_node(std::__detail::_Hash_node<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, false>*) [574]
                0.00    0.00       4/123704      std::__detail::_Node_iterator<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, false, false>::operator->() const [513]
                0.00    0.00       4/123704      std::__detail::_Hash_node<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, false> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<unsigned long const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<unsigned long const&>&&, std::tuple<>&&) [573]
                0.00    0.00  123692/123704      std::__detail::_Hash_node_value_base<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > >::_M_v() [334]
[302]    0.0    0.00    0.00  123704         std::__detail::_Hash_node_value_base<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > >::_M_valptr() [302]
                0.00    0.00  123704/123704      __gnu_cxx::__aligned_buffer<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > >::_M_ptr() [298]
-----------------------------------------------
                0.00    0.00   61848/123700      std::__cxx11::list<double*, std::allocator<double*> >::back() [391]
                0.00    0.00   61852/123700      std::__cxx11::list<double*, std::allocator<double*> >::push_back(double* const&) [380]
[303]    0.0    0.00    0.00  123700         std::__cxx11::list<double*, std::allocator<double*> >::end() [303]
                0.00    0.00  123700/185548      std::_List_iterator<double*>::_List_iterator(std::__detail::_List_node_base*) [267]
-----------------------------------------------
                0.00    0.00       2/123698      std::_Hashtable<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::allocator<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, false>*, unsigned long) [528]
                0.00    0.00  123696/123698      std::__detail::_Map_base<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::allocator<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](unsigned long const&) [319]
[304]    0.0    0.00    0.00  123698         std::_Hashtable<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::allocator<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(unsigned long) const [304]
                0.00    0.00  123698/123698      std::__detail::_Hash_code_base<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::__detail::_Select1st, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(unsigned long, unsigned long) const [307]
-----------------------------------------------
                0.00    0.00  123698/123698      std::__detail::_Hash_code_base<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::__detail::_Select1st, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(unsigned long const&) const [306]
[305]    0.0    0.00    0.00  123698         std::hash<unsigned long>::operator()(unsigned long) const [305]
-----------------------------------------------
                0.00    0.00       2/123698      std::__detail::_Hash_code_base<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::__detail::_Select1st, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node_value<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, false> const&, unsigned long) const [673]
                0.00    0.00  123696/123698      std::__detail::_Map_base<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::allocator<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](unsigned long const&) [319]
[306]    0.0    0.00    0.00  123698         std::__detail::_Hash_code_base<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::__detail::_Select1st, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(unsigned long const&) const [306]
                0.00    0.00  123698/123698      std::__detail::_Hash_code_base<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::__detail::_Select1st, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash() const [308]
                0.00    0.00  123698/123698      std::hash<unsigned long>::operator()(unsigned long) const [305]
-----------------------------------------------
                0.00    0.00  123698/123698      std::_Hashtable<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::allocator<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(unsigned long) const [304]
[307]    0.0    0.00    0.00  123698         std::__detail::_Hash_code_base<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::__detail::_Select1st, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(unsigned long, unsigned long) const [307]
                0.00    0.00  123698/309248      std::__detail::_Mod_range_hashing::operator()(unsigned long, unsigned long) const [254]
-----------------------------------------------
                0.00    0.00  123698/123698      std::__detail::_Hash_code_base<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::__detail::_Select1st, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(unsigned long const&) const [306]
[308]    0.0    0.00    0.00  123698         std::__detail::_Hash_code_base<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::__detail::_Select1st, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash() const [308]
                0.00    0.00  123698/123698      std::__detail::_Hashtable_ebo_helper<1, std::hash<unsigned long>, true>::_M_cget() const [309]
-----------------------------------------------
                0.00    0.00  123698/123698      std::__detail::_Hash_code_base<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::__detail::_Select1st, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash() const [308]
[309]    0.0    0.00    0.00  123698         std::__detail::_Hashtable_ebo_helper<1, std::hash<unsigned long>, true>::_M_cget() const [309]
-----------------------------------------------
                0.00    0.00  123696/123696      std::mutex::lock() [316]
[310]    0.0    0.00    0.00  123696         __gthread_mutex_lock(pthread_mutex_t*) [310]
                0.00    0.00  123696/247392      __gthread_active_p() [261]
-----------------------------------------------
                0.00    0.00  123696/123696      std::mutex::unlock() [317]
[311]    0.0    0.00    0.00  123696         __gthread_mutex_unlock(pthread_mutex_t*) [311]
                0.00    0.00  123696/247392      __gthread_active_p() [261]
-----------------------------------------------
                0.00    0.00  123696/123696      std::__detail::_Map_base<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::allocator<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](unsigned long const&) [319]
[312]    0.0    0.00    0.00  123696         std::_Hashtable<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::allocator<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_node(unsigned long, unsigned long const&, unsigned long) const [312]
                0.00    0.00  123696/123696      std::_Hashtable<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::allocator<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_before_node(unsigned long, unsigned long const&, unsigned long) const [313]
-----------------------------------------------
                0.00    0.00  123696/123696      std::_Hashtable<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::allocator<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_node(unsigned long, unsigned long const&, unsigned long) const [312]
[313]    0.0    0.00    0.00  123696         std::_Hashtable<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::allocator<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_before_node(unsigned long, unsigned long const&, unsigned long) const [313]
                0.00    0.00  123692/123692      std::__detail::_Hashtable_base<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_equals(unsigned long const&, unsigned long, std::__detail::_Hash_node_value<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, false> const&) const [329]
-----------------------------------------------
                0.00    0.00   61848/123696      ulmBLAS::MemoryPool<double>::allocate(unsigned long) [384]
                0.00    0.00   61848/123696      ulmBLAS::MemoryPool<double>::release(double*) [383]
[314]    0.0    0.00    0.00  123696         std::unordered_map<double*, unsigned long, std::hash<double*>, std::equal_to<double*>, std::allocator<std::pair<double* const, unsigned long> > >::operator[](double* const&) [314]
                0.00    0.00  123696/123696      std::__detail::_Map_base<double*, std::pair<double* const, unsigned long>, std::allocator<std::pair<double* const, unsigned long> >, std::__detail::_Select1st, std::equal_to<double*>, std::hash<double*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](double* const&) [318]
-----------------------------------------------
                0.00    0.00   61848/123696      ulmBLAS::MemoryPool<double>::allocate(unsigned long) [384]
                0.00    0.00   61848/123696      ulmBLAS::MemoryPool<double>::release(double*) [383]
[315]    0.0    0.00    0.00  123696         std::unordered_map<unsigned long, std::__cxx11::list<double*, std::allocator<double*> >, std::hash<unsigned long>, std::equal_to<unsigned long>, std::allocator<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > > >::operator[](unsigned long const&) [315]
                0.00    0.00  123696/123696      std::__detail::_Map_base<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::allocator<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](unsigned long const&) [319]
-----------------------------------------------
                0.00    0.00   61848/123696      ulmBLAS::MemoryPool<double>::allocate(unsigned long) [384]
                0.00    0.00   61848/123696      ulmBLAS::MemoryPool<double>::release(double*) [383]
[316]    0.0    0.00    0.00  123696         std::mutex::lock() [316]
                0.00    0.00  123696/123696      __gthread_mutex_lock(pthread_mutex_t*) [310]
-----------------------------------------------
                0.00    0.00   61848/123696      ulmBLAS::MemoryPool<double>::allocate(unsigned long) [384]
                0.00    0.00   61848/123696      ulmBLAS::MemoryPool<double>::release(double*) [383]
[317]    0.0    0.00    0.00  123696         std::mutex::unlock() [317]
                0.00    0.00  123696/123696      __gthread_mutex_unlock(pthread_mutex_t*) [311]
-----------------------------------------------
                0.00    0.00  123696/123696      std::unordered_map<double*, unsigned long, std::hash<double*>, std::equal_to<double*>, std::allocator<std::pair<double* const, unsigned long> > >::operator[](double* const&) [314]
[318]    0.0    0.00    0.00  123696         std::__detail::_Map_base<double*, std::pair<double* const, unsigned long>, std::allocator<std::pair<double* const, unsigned long> >, std::__detail::_Select1st, std::equal_to<double*>, std::hash<double*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](double* const&) [318]
                0.00    0.00  123696/185546      std::__detail::_Hash_code_base<double*, std::pair<double* const, unsigned long>, std::__detail::_Select1st, std::hash<double*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(double* const&) const [270]
                0.00    0.00  123696/185546      std::_Hashtable<double*, std::pair<double* const, unsigned long>, std::allocator<std::pair<double* const, unsigned long> >, std::__detail::_Select1st, std::equal_to<double*>, std::hash<double*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(unsigned long) const [268]
                0.00    0.00  123696/185544      std::_Hashtable<double*, std::pair<double* const, unsigned long>, std::allocator<std::pair<double* const, unsigned long> >, std::__detail::_Select1st, std::equal_to<double*>, std::hash<double*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_node(unsigned long, double* const&, unsigned long) const [274]
                0.00    0.00  123692/123692      std::__detail::_Hash_node_value_base<std::pair<double* const, unsigned long> >::_M_v() [333]
                0.00    0.00       4/4           std::tuple<double* const&>::tuple<true, true>(double* const&) [561]
                0.00    0.00       4/4           std::_Hashtable<double*, std::pair<double* const, unsigned long>, std::allocator<std::pair<double* const, unsigned long> >, std::__detail::_Select1st, std::equal_to<double*>, std::hash<double*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Scoped_node::_Scoped_node<std::piecewise_construct_t const&, std::tuple<double* const&>, std::tuple<> >(std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<double* const, unsigned long>, false> > >*, std::piecewise_construct_t const&, std::tuple<double* const&>&&, std::tuple<>&&) [518]
                0.00    0.00       4/4           std::_Hashtable<double*, std::pair<double* const, unsigned long>, std::allocator<std::pair<double* const, unsigned long> >, std::__detail::_Select1st, std::equal_to<double*>, std::hash<double*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<double* const, unsigned long>, false>*, unsigned long) [522]
                0.00    0.00       4/4           std::__detail::_Node_iterator<std::pair<double* const, unsigned long>, false, false>::operator->() const [512]
                0.00    0.00       4/4           std::_Hashtable<double*, std::pair<double* const, unsigned long>, std::allocator<std::pair<double* const, unsigned long> >, std::__detail::_Select1st, std::equal_to<double*>, std::hash<double*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Scoped_node::~_Scoped_node() [519]
-----------------------------------------------
                0.00    0.00  123696/123696      std::unordered_map<unsigned long, std::__cxx11::list<double*, std::allocator<double*> >, std::hash<unsigned long>, std::equal_to<unsigned long>, std::allocator<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > > >::operator[](unsigned long const&) [315]
[319]    0.0    0.00    0.00  123696         std::__detail::_Map_base<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::allocator<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::operator[](unsigned long const&) [319]
                0.00    0.00  123696/123698      std::__detail::_Hash_code_base<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::__detail::_Select1st, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(unsigned long const&) const [306]
                0.00    0.00  123696/123698      std::_Hashtable<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::allocator<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(unsigned long) const [304]
                0.00    0.00  123696/123696      std::_Hashtable<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::allocator<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_node(unsigned long, unsigned long const&, unsigned long) const [312]
                0.00    0.00  123692/123692      std::__detail::_Hash_node_value_base<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > >::_M_v() [334]
                0.00    0.00       4/4           std::tuple<unsigned long const&>::tuple<true, true>(unsigned long const&) [563]
                0.00    0.00       4/4           std::_Hashtable<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::allocator<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Scoped_node::_Scoped_node<std::piecewise_construct_t const&, std::tuple<unsigned long const&>, std::tuple<> >(std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, false> > >*, std::piecewise_construct_t const&, std::tuple<unsigned long const&>&&, std::tuple<>&&) [524]
                0.00    0.00       4/4           std::_Hashtable<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::allocator<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, false>*, unsigned long) [528]
                0.00    0.00       4/4           std::__detail::_Node_iterator<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, false, false>::operator->() const [513]
                0.00    0.00       4/4           std::_Hashtable<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::allocator<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Scoped_node::~_Scoped_node() [525]
-----------------------------------------------
                0.00    0.00  123694/123694      std::__detail::_Hash_node_value_base<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > >::_M_valptr() const [324]
[320]    0.0    0.00    0.00  123694         __gnu_cxx::__aligned_buffer<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > >::_M_ptr() const [320]
                0.00    0.00  123694/123694      __gnu_cxx::__aligned_buffer<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > >::_M_addr() const [321]
-----------------------------------------------
                0.00    0.00  123694/123694      __gnu_cxx::__aligned_buffer<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > >::_M_ptr() const [320]
[321]    0.0    0.00    0.00  123694         __gnu_cxx::__aligned_buffer<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > >::_M_addr() const [321]
-----------------------------------------------
                0.00    0.00       2/123694      std::__detail::_Hash_code_base<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::__detail::_Select1st, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node_value<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, false> const&, unsigned long) const [673]
                0.00    0.00  123692/123694      std::__detail::_Hashtable_base<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_equals(unsigned long const&, unsigned long, std::__detail::_Hash_node_value<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, false> const&) const [329]
[322]    0.0    0.00    0.00  123694         decltype ((get<0>)((forward<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > const&>)({parm#1}))) std::__detail::_Select1st::operator()<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > const&>(std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > const&) const [322]
                0.00    0.00  123694/123694      std::tuple_element<0ul, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > >::type const& std::get<0ul, unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >(std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > const&) [326]
                0.00    0.00  123694/123694      std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > const& std::forward<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > const&>(std::remove_reference<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > const&>::type&) [327]
-----------------------------------------------
                0.00    0.00       2/123694      std::__detail::_Hash_code_base<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::__detail::_Select1st, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node_value<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, false> const&, unsigned long) const [673]
                0.00    0.00  123692/123694      std::__detail::_Hashtable_base<unsigned long, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::__detail::_Select1st, std::equal_to<unsigned long>, std::hash<unsigned long>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_equals(unsigned long const&, unsigned long, std::__detail::_Hash_node_value<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, false> const&) const [329]
[323]    0.0    0.00    0.00  123694         std::__detail::_Hash_node_value_base<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > >::_M_v() const [323]
                0.00    0.00  123694/123694      std::__detail::_Hash_node_value_base<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > >::_M_valptr() const [324]
-----------------------------------------------
                0.00    0.00  123694/123694      std::__detail::_Hash_node_value_base<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > >::_M_v() const [323]
[324]    0.0    0.00    0.00  123694         std::__detail::_Hash_node_value_base<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > >::_M_valptr() const [324]
                0.00    0.00  123694/123694      __gnu_cxx::__aligned_buffer<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > >::_M_ptr() const [320]
-----------------------------------------------
                0.00    0.00  123694/123694      std::tuple_element<0ul, std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > >::type const& std::get<0ul, unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >(std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > const&) [326]
[325]    0.0    0.00    0.00  123694         unsigned long const& std::__pair_get<0ul>::__const_get<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >(std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > const&) [325]
-----------------------------------------------
