Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.00    0.00       4/61880       std::__detail::_Hash_node<std::pair<double* const, unsigned long>, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<double* const, unsigned long>, false> > >::_M_allocate_node<std::piecewise_construct_t const&, std::tuple<double* const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<double* const&>&&, std::tuple<>&&) [570]
                0.00    0.00       4/61880       void __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, false> >::construct<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >, std::piecewise_construct_t const&, std::tuple<unsigned long const&>, std::tuple<> >(std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > >*, std::piecewise_construct_t const&, std::tuple<unsigned long const&>&&, std::tuple<>&&) [499]
                0.00    0.00       4/61880       void __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<double* const, unsigned long>, false> >::construct<std::pair<double* const, unsigned long>, std::piecewise_construct_t const&, std::tuple<double* const&>, std::tuple<> >(std::pair<double* const, unsigned long>*, std::piecewise_construct_t const&, std::tuple<double* const&>&&, std::tuple<>&&) [495]
                0.00    0.00   61852/61880       void __gnu_cxx::new_allocator<std::_List_node<double*> >::construct<double*, double* const&>(double**, double* const&) [366]
[361]    0.0    0.00    0.00   61880         operator new(unsigned long, void*) [361]
-----------------------------------------------
                0.00    0.00       6/61854       ulmBLAS::MemoryPool<double>::~MemoryPool() [847]
                0.00    0.00   61848/61854       ulmBLAS::MemoryPool<double>::allocate(unsigned long) [384]
[362]    0.0    0.00    0.00   61854         std::__cxx11::list<double*, std::allocator<double*> >::empty() const [362]
-----------------------------------------------
                0.00    0.00   61852/61852       std::allocator_traits<std::allocator<std::_List_node<double*> > >::deallocate(std::allocator<std::_List_node<double*> >&, std::_List_node<double*>*, unsigned long) [371]
[363]    0.0    0.00    0.00   61852         __gnu_cxx::new_allocator<std::_List_node<double*> >::deallocate(std::_List_node<double*>*, unsigned long) [363]
-----------------------------------------------
                0.00    0.00   61852/61852       void std::allocator_traits<std::allocator<std::_List_node<double*> > >::destroy<double*>(std::allocator<std::_List_node<double*> >&, double**) [372]
[364]    0.0    0.00    0.00   61852         void __gnu_cxx::new_allocator<std::_List_node<double*> >::destroy<double*>(double**) [364]
-----------------------------------------------
                0.00    0.00   61852/61852       std::allocator_traits<std::allocator<std::_List_node<double*> > >::allocate(std::allocator<std::_List_node<double*> >&, unsigned long) [373]
[365]    0.0    0.00    0.00   61852         __gnu_cxx::new_allocator<std::_List_node<double*> >::allocate(unsigned long, void const*) [365]
                0.00    0.00   61852/61852       __gnu_cxx::new_allocator<std::_List_node<double*> >::_M_max_size() const [367]
-----------------------------------------------
                0.00    0.00   61852/61852       void std::allocator_traits<std::allocator<std::_List_node<double*> > >::construct<double*, double* const&>(std::allocator<std::_List_node<double*> >&, double**, double* const&) [374]
[366]    0.0    0.00    0.00   61852         void __gnu_cxx::new_allocator<std::_List_node<double*> >::construct<double*, double* const&>(double**, double* const&) [366]
                0.00    0.00   61852/247412      double* const& std::forward<double* const&>(std::remove_reference<double* const&>::type&) [260]
                0.00    0.00   61852/61880       operator new(unsigned long, void*) [361]
-----------------------------------------------
                0.00    0.00   61852/61852       __gnu_cxx::new_allocator<std::_List_node<double*> >::allocate(unsigned long, void const*) [365]
[367]    0.0    0.00    0.00   61852         __gnu_cxx::new_allocator<std::_List_node<double*> >::_M_max_size() const [367]
-----------------------------------------------
                0.00    0.00   61852/61852       std::_List_node<double*>* std::__cxx11::list<double*, std::allocator<double*> >::_M_create_node<double* const&>(double* const&) [378]
[368]    0.0    0.00    0.00   61852         std::__allocated_ptr<std::allocator<std::_List_node<double*> > >::__allocated_ptr(std::allocator<std::_List_node<double*> >&, std::_List_node<double*>*) [368]
                0.00    0.00   61852/61852       std::allocator<std::_List_node<double*> >* std::__addressof<std::allocator<std::_List_node<double*> > >(std::allocator<std::_List_node<double*> >&) [382]
-----------------------------------------------
                0.00    0.00   61852/61852       std::_List_node<double*>* std::__cxx11::list<double*, std::allocator<double*> >::_M_create_node<double* const&>(double* const&) [378]
[369]    0.0    0.00    0.00   61852         std::__allocated_ptr<std::allocator<std::_List_node<double*> > >::~__allocated_ptr() [369]
-----------------------------------------------
                0.00    0.00   61852/61852       std::_List_node<double*>* std::__cxx11::list<double*, std::allocator<double*> >::_M_create_node<double* const&>(double* const&) [378]
[370]    0.0    0.00    0.00   61852         std::__allocated_ptr<std::allocator<std::_List_node<double*> > >::operator=(decltype(nullptr)) [370]
-----------------------------------------------
                0.00    0.00   61852/61852       std::__cxx11::_List_base<double*, std::allocator<double*> >::_M_put_node(std::_List_node<double*>*) [377]
[371]    0.0    0.00    0.00   61852         std::allocator_traits<std::allocator<std::_List_node<double*> > >::deallocate(std::allocator<std::_List_node<double*> >&, std::_List_node<double*>*, unsigned long) [371]
                0.00    0.00   61852/61852       __gnu_cxx::new_allocator<std::_List_node<double*> >::deallocate(std::_List_node<double*>*, unsigned long) [363]
-----------------------------------------------
                0.00    0.00       4/61852       std::__cxx11::_List_base<double*, std::allocator<double*> >::_M_clear() [479]
                0.00    0.00   61848/61852       std::__cxx11::list<double*, std::allocator<double*> >::_M_erase(std::_List_iterator<double*>) [392]
[372]    0.0    0.00    0.00   61852         void std::allocator_traits<std::allocator<std::_List_node<double*> > >::destroy<double*>(std::allocator<std::_List_node<double*> >&, double**) [372]
                0.00    0.00   61852/61852       void __gnu_cxx::new_allocator<std::_List_node<double*> >::destroy<double*>(double**) [364]
-----------------------------------------------
                0.00    0.00   61852/61852       std::__cxx11::_List_base<double*, std::allocator<double*> >::_M_get_node() [375]
[373]    0.0    0.00    0.00   61852         std::allocator_traits<std::allocator<std::_List_node<double*> > >::allocate(std::allocator<std::_List_node<double*> >&, unsigned long) [373]
                0.00    0.00   61852/61852       __gnu_cxx::new_allocator<std::_List_node<double*> >::allocate(unsigned long, void const*) [365]
-----------------------------------------------
                0.00    0.00   61852/61852       std::_List_node<double*>* std::__cxx11::list<double*, std::allocator<double*> >::_M_create_node<double* const&>(double* const&) [378]
[374]    0.0    0.00    0.00   61852         void std::allocator_traits<std::allocator<std::_List_node<double*> > >::construct<double*, double* const&>(std::allocator<std::_List_node<double*> >&, double**, double* const&) [374]
                0.00    0.00   61852/247412      double* const& std::forward<double* const&>(std::remove_reference<double* const&>::type&) [260]
                0.00    0.00   61852/61852       void __gnu_cxx::new_allocator<std::_List_node<double*> >::construct<double*, double* const&>(double**, double* const&) [366]
-----------------------------------------------
                0.00    0.00   61852/61852       std::_List_node<double*>* std::__cxx11::list<double*, std::allocator<double*> >::_M_create_node<double* const&>(double* const&) [378]
[375]    0.0    0.00    0.00   61852         std::__cxx11::_List_base<double*, std::allocator<double*> >::_M_get_node() [375]
                0.00    0.00   61852/61852       std::allocator_traits<std::allocator<std::_List_node<double*> > >::allocate(std::allocator<std::_List_node<double*> >&, unsigned long) [373]
-----------------------------------------------
                0.00    0.00   61852/61852       void std::__cxx11::list<double*, std::allocator<double*> >::_M_insert<double* const&>(std::_List_iterator<double*>, double* const&) [379]
[376]    0.0    0.00    0.00   61852         std::__cxx11::_List_base<double*, std::allocator<double*> >::_M_inc_size(unsigned long) [376]
-----------------------------------------------
                0.00    0.00       4/61852       std::__cxx11::_List_base<double*, std::allocator<double*> >::_M_clear() [479]
                0.00    0.00   61848/61852       std::__cxx11::list<double*, std::allocator<double*> >::_M_erase(std::_List_iterator<double*>) [392]
[377]    0.0    0.00    0.00   61852         std::__cxx11::_List_base<double*, std::allocator<double*> >::_M_put_node(std::_List_node<double*>*) [377]
                0.00    0.00   61852/61852       std::allocator_traits<std::allocator<std::_List_node<double*> > >::deallocate(std::allocator<std::_List_node<double*> >&, std::_List_node<double*>*, unsigned long) [371]
-----------------------------------------------
                0.00    0.00   61852/61852       void std::__cxx11::list<double*, std::allocator<double*> >::_M_insert<double* const&>(std::_List_iterator<double*>, double* const&) [379]
[378]    0.0    0.00    0.00   61852         std::_List_node<double*>* std::__cxx11::list<double*, std::allocator<double*> >::_M_create_node<double* const&>(double* const&) [378]
                0.00    0.00   61852/61852       std::__cxx11::_List_base<double*, std::allocator<double*> >::_M_get_node() [375]
                0.00    0.00   61852/123704      std::__cxx11::_List_base<double*, std::allocator<double*> >::_M_get_Node_allocator() [300]
                0.00    0.00   61852/247412      double* const& std::forward<double* const&>(std::remove_reference<double* const&>::type&) [260]
                0.00    0.00   61852/61852       std::__allocated_ptr<std::allocator<std::_List_node<double*> > >::__allocated_ptr(std::allocator<std::_List_node<double*> >&, std::_List_node<double*>*) [368]
                0.00    0.00   61852/185552      std::_List_node<double*>::_M_valptr() [266]
                0.00    0.00   61852/61852       void std::allocator_traits<std::allocator<std::_List_node<double*> > >::construct<double*, double* const&>(std::allocator<std::_List_node<double*> >&, double**, double* const&) [374]
                0.00    0.00   61852/61852       std::__allocated_ptr<std::allocator<std::_List_node<double*> > >::operator=(decltype(nullptr)) [370]
                0.00    0.00   61852/61852       std::__allocated_ptr<std::allocator<std::_List_node<double*> > >::~__allocated_ptr() [369]
-----------------------------------------------
                0.00    0.00   61852/61852       std::__cxx11::list<double*, std::allocator<double*> >::push_back(double* const&) [380]
[379]    0.0    0.00    0.00   61852         void std::__cxx11::list<double*, std::allocator<double*> >::_M_insert<double* const&>(std::_List_iterator<double*>, double* const&) [379]
                0.00    0.00   61852/247412      double* const& std::forward<double* const&>(std::remove_reference<double* const&>::type&) [260]
                0.00    0.00   61852/61852       std::_List_node<double*>* std::__cxx11::list<double*, std::allocator<double*> >::_M_create_node<double* const&>(double* const&) [378]
                0.00    0.00   61852/61852       std::__cxx11::_List_base<double*, std::allocator<double*> >::_M_inc_size(unsigned long) [376]
-----------------------------------------------
                0.00    0.00       4/61852       ulmBLAS::MemoryPool<double>::allocate(unsigned long) [384]
                0.00    0.00   61848/61852       ulmBLAS::MemoryPool<double>::release(double*) [383]
[380]    0.0    0.00    0.00   61852         std::__cxx11::list<double*, std::allocator<double*> >::push_back(double* const&) [380]
                0.00    0.00   61852/123700      std::__cxx11::list<double*, std::allocator<double*> >::end() [303]
                0.00    0.00   61852/61852       void std::__cxx11::list<double*, std::allocator<double*> >::_M_insert<double* const&>(std::_List_iterator<double*>, double* const&) [379]
-----------------------------------------------
                0.00    0.00       4/61852       std::__detail::_Node_iterator<std::pair<double* const, unsigned long>, false, false>::_Node_iterator(std::__detail::_Hash_node<std::pair<double* const, unsigned long>, false>*) [568]
                0.00    0.00   61848/61852       std::__detail::_Node_const_iterator<std::pair<double* const, unsigned long>, false, false>::_Node_const_iterator(std::__detail::_Hash_node<std::pair<double* const, unsigned long>, false>*) [394]
[381]    0.0    0.00    0.00   61852         std::__detail::_Node_iterator_base<std::pair<double* const, unsigned long>, false>::_Node_iterator_base(std::__detail::_Hash_node<std::pair<double* const, unsigned long>, false>*) [381]
-----------------------------------------------
                0.00    0.00   61852/61852       std::__allocated_ptr<std::allocator<std::_List_node<double*> > >::__allocated_ptr(std::allocator<std::_List_node<double*> >&, std::_List_node<double*>*) [368]
[382]    0.0    0.00    0.00   61852         std::allocator<std::_List_node<double*> >* std::__addressof<std::allocator<std::_List_node<double*> > >(std::allocator<std::_List_node<double*> >&) [382]
-----------------------------------------------
                0.00    0.00   30528/61848       void ulmBLAS::gemm<int, double, double, double, double, double>(int, int, int, double const&, bool, double const*, int, int, bool, double const*, int, int, double const&, double*, int, int) [10]
                0.00    0.00   31320/61848       void ulmBLAS::trlsm<int, double, double, double>(int, int, double const&, bool, bool, double const*, int, int, double*, int, int) [41]
[383]    0.0    0.00    0.00   61848         ulmBLAS::MemoryPool<double>::release(double*) [383]
                0.00    0.00   61848/123696      std::mutex::lock() [316]
                0.00    0.00   61848/61848       std::unordered_map<double*, unsigned long, std::hash<double*>, std::equal_to<double*>, std::allocator<std::pair<double* const, unsigned long> > >::count(double* const&) const [387]
                0.00    0.00   61848/123696      std::unordered_map<double*, unsigned long, std::hash<double*>, std::equal_to<double*>, std::allocator<std::pair<double* const, unsigned long> > >::operator[](double* const&) [314]
                0.00    0.00   61848/123696      std::unordered_map<unsigned long, std::__cxx11::list<double*, std::allocator<double*> >, std::hash<unsigned long>, std::equal_to<unsigned long>, std::allocator<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > > >::operator[](unsigned long const&) [315]
                0.00    0.00   61848/61852       std::__cxx11::list<double*, std::allocator<double*> >::push_back(double* const&) [380]
                0.00    0.00   61848/123696      std::mutex::unlock() [317]
-----------------------------------------------
                0.00    0.00   30528/61848       void ulmBLAS::gemm<int, double, double, double, double, double>(int, int, int, double const&, bool, double const*, int, int, bool, double const*, int, int, double const&, double*, int, int) [10]
                0.00    0.00   31320/61848       void ulmBLAS::trlsm<int, double, double, double>(int, int, double const&, bool, bool, double const*, int, int, double*, int, int) [41]
[384]    0.0    0.00    0.00   61848         ulmBLAS::MemoryPool<double>::allocate(unsigned long) [384]
                0.00    0.00   61848/123696      std::mutex::lock() [316]
                0.00    0.00   61848/123696      std::unordered_map<unsigned long, std::__cxx11::list<double*, std::allocator<double*> >, std::hash<unsigned long>, std::equal_to<unsigned long>, std::allocator<std::pair<unsigned long const, std::__cxx11::list<double*, std::allocator<double*> > > > >::operator[](unsigned long const&) [315]
                0.00    0.00   61848/61854       std::__cxx11::list<double*, std::allocator<double*> >::empty() const [362]
                0.00    0.00   61848/123696      std::unordered_map<double*, unsigned long, std::hash<double*>, std::equal_to<double*>, std::allocator<std::pair<double* const, unsigned long> > >::operator[](double* const&) [314]
                0.00    0.00   61848/123696      std::mutex::unlock() [317]
                0.00    0.00   61844/61848       std::__cxx11::list<double*, std::allocator<double*> >::back() [391]
                0.00    0.00   61844/61848       std::__cxx11::list<double*, std::allocator<double*> >::pop_back() [393]
                0.00    0.00       4/4           double* ulmBLAS::malloc<double>(unsigned long) [491]
                0.00    0.00       4/61852       std::__cxx11::list<double*, std::allocator<double*> >::push_back(double* const&) [380]
-----------------------------------------------
                0.00    0.00   61848/61848       std::_Hashtable<double*, std::pair<double* const, unsigned long>, std::allocator<std::pair<double* const, unsigned long> >, std::__detail::_Select1st, std::equal_to<double*>, std::hash<double*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::count(double* const&) const [386]
[385]    0.0    0.00    0.00   61848         std::_Hashtable<double*, std::pair<double* const, unsigned long>, std::allocator<std::pair<double* const, unsigned long> >, std::__detail::_Select1st, std::equal_to<double*>, std::hash<double*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::find(double* const&) const [385]
                0.00    0.00   61848/185546      std::__detail::_Hash_code_base<double*, std::pair<double* const, unsigned long>, std::__detail::_Select1st, std::hash<double*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(double* const&) const [270]
                0.00    0.00   61848/185546      std::_Hashtable<double*, std::pair<double* const, unsigned long>, std::allocator<std::pair<double* const, unsigned long> >, std::__detail::_Select1st, std::equal_to<double*>, std::hash<double*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(unsigned long) const [268]
                0.00    0.00   61848/185544      std::_Hashtable<double*, std::pair<double* const, unsigned long>, std::allocator<std::pair<double* const, unsigned long> >, std::__detail::_Select1st, std::equal_to<double*>, std::hash<double*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_node(unsigned long, double* const&, unsigned long) const [274]
                0.00    0.00   61848/61848       std::__detail::_Node_const_iterator<std::pair<double* const, unsigned long>, false, false>::_Node_const_iterator(std::__detail::_Hash_node<std::pair<double* const, unsigned long>, false>*) [394]
-----------------------------------------------
                0.00    0.00   61848/61848       std::unordered_map<double*, unsigned long, std::hash<double*>, std::equal_to<double*>, std::allocator<std::pair<double* const, unsigned long> > >::count(double* const&) const [387]
[386]    0.0    0.00    0.00   61848         std::_Hashtable<double*, std::pair<double* const, unsigned long>, std::allocator<std::pair<double* const, unsigned long> >, std::__detail::_Select1st, std::equal_to<double*>, std::hash<double*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::count(double* const&) const [386]
                0.00    0.00   61848/61848       std::_Hashtable<double*, std::pair<double* const, unsigned long>, std::allocator<std::pair<double* const, unsigned long> >, std::__detail::_Select1st, std::equal_to<double*>, std::hash<double*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::find(double* const&) const [385]
-----------------------------------------------
                0.00    0.00   61848/61848       ulmBLAS::MemoryPool<double>::release(double*) [383]
[387]    0.0    0.00    0.00   61848         std::unordered_map<double*, unsigned long, std::hash<double*>, std::equal_to<double*>, std::allocator<std::pair<double* const, unsigned long> > >::count(double* const&) const [387]
                0.00    0.00   61848/61848       std::_Hashtable<double*, std::pair<double* const, unsigned long>, std::allocator<std::pair<double* const, unsigned long> >, std::__detail::_Select1st, std::equal_to<double*>, std::hash<double*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::count(double* const&) const [386]
-----------------------------------------------
                0.00    0.00   61848/61848       std::__cxx11::list<double*, std::allocator<double*> >::back() [391]
[388]    0.0    0.00    0.00   61848         std::_List_iterator<double*>::operator*() const [388]
                0.00    0.00   61848/185552      std::_List_node<double*>::_M_valptr() [266]
-----------------------------------------------
                0.00    0.00   61848/61848       std::__cxx11::list<double*, std::allocator<double*> >::back() [391]
[389]    0.0    0.00    0.00   61848         std::_List_iterator<double*>::operator--() [389]
-----------------------------------------------
                0.00    0.00   61848/61848       std::__cxx11::list<double*, std::allocator<double*> >::_M_erase(std::_List_iterator<double*>) [392]
[390]    0.0    0.00    0.00   61848         std::__cxx11::_List_base<double*, std::allocator<double*> >::_M_dec_size(unsigned long) [390]
-----------------------------------------------
                0.00    0.00       4/61848       ulmBLAS::MemoryPool<double>::~MemoryPool() [847]
                0.00    0.00   61844/61848       ulmBLAS::MemoryPool<double>::allocate(unsigned long) [384]
[391]    0.0    0.00    0.00   61848         std::__cxx11::list<double*, std::allocator<double*> >::back() [391]
                0.00    0.00   61848/123700      std::__cxx11::list<double*, std::allocator<double*> >::end() [303]
                0.00    0.00   61848/61848       std::_List_iterator<double*>::operator--() [389]
                0.00    0.00   61848/61848       std::_List_iterator<double*>::operator*() const [388]
-----------------------------------------------
                0.00    0.00   61848/61848       std::__cxx11::list<double*, std::allocator<double*> >::pop_back() [393]
[392]    0.0    0.00    0.00   61848         std::__cxx11::list<double*, std::allocator<double*> >::_M_erase(std::_List_iterator<double*>) [392]
                0.00    0.00   61848/61848       std::__cxx11::_List_base<double*, std::allocator<double*> >::_M_dec_size(unsigned long) [390]
                0.00    0.00   61848/185552      std::_List_node<double*>::_M_valptr() [266]
                0.00    0.00   61848/123704      std::__cxx11::_List_base<double*, std::allocator<double*> >::_M_get_Node_allocator() [300]
                0.00    0.00   61848/61852       void std::allocator_traits<std::allocator<std::_List_node<double*> > >::destroy<double*>(std::allocator<std::_List_node<double*> >&, double**) [372]
                0.00    0.00   61848/61852       std::__cxx11::_List_base<double*, std::allocator<double*> >::_M_put_node(std::_List_node<double*>*) [377]
-----------------------------------------------
                0.00    0.00       4/61848       ulmBLAS::MemoryPool<double>::~MemoryPool() [847]
                0.00    0.00   61844/61848       ulmBLAS::MemoryPool<double>::allocate(unsigned long) [384]
[393]    0.0    0.00    0.00   61848         std::__cxx11::list<double*, std::allocator<double*> >::pop_back() [393]
                0.00    0.00   61848/185548      std::_List_iterator<double*>::_List_iterator(std::__detail::_List_node_base*) [267]
                0.00    0.00   61848/61848       std::__cxx11::list<double*, std::allocator<double*> >::_M_erase(std::_List_iterator<double*>) [392]
-----------------------------------------------
                0.00    0.00   61848/61848       std::_Hashtable<double*, std::pair<double* const, unsigned long>, std::allocator<std::pair<double* const, unsigned long> >, std::__detail::_Select1st, std::equal_to<double*>, std::hash<double*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::find(double* const&) const [385]
[394]    0.0    0.00    0.00   61848         std::__detail::_Node_const_iterator<std::pair<double* const, unsigned long>, false, false>::_Node_const_iterator(std::__detail::_Hash_node<std::pair<double* const, unsigned long>, false>*) [394]
                0.00    0.00   61848/61852       std::__detail::_Node_iterator_base<std::pair<double* const, unsigned long>, false>::_Node_iterator_base(std::__detail::_Hash_node<std::pair<double* const, unsigned long>, false>*) [381]
-----------------------------------------------
                0.00    0.00       1/60760       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_get_insert_unique_pos(int const&) [773]
                0.00    0.00       3/60760       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<int const, int> >, int const&) [654]
                0.00    0.00       3/60760       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<int const, int> >*) [650]
                0.00    0.00   60753/60760       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::lower_bound(int const&) [411]
[395]    0.0    0.00    0.00   60760         std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_end() [395]
-----------------------------------------------
                0.00    0.00   60756/60756       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_begin() [397]
[396]    0.0    0.00    0.00   60756         std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_mbegin() const [396]
-----------------------------------------------
                0.00    0.00       1/60756       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_get_insert_unique_pos(int const&) [773]
                0.00    0.00       2/60756       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::~_Rb_tree() [705]
                0.00    0.00   60753/60756       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::lower_bound(int const&) [411]
[397]    0.0    0.00    0.00   60756         std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_begin() [397]
                0.00    0.00   60756/60756       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_mbegin() const [396]
-----------------------------------------------
                0.00    0.00   60754/60754       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [402]
[398]    0.0    0.00    0.00   60754         std::integral_constant<bool, true>::operator bool() const [398]
-----------------------------------------------
                0.00    0.00   60754/60754       std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_begin() [400]
[399]    0.0    0.00    0.00   60754         std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_mbegin() const [399]
-----------------------------------------------
                0.00    0.00       1/60754       std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::~_Rb_tree() [772]
                0.00    0.00   60753/60754       std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::find(int const&) [409]
[400]    0.0    0.00    0.00   60754         std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_begin() [400]
                0.00    0.00   60754/60754       std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_mbegin() const [399]
-----------------------------------------------
                0.00    0.00       1/60754       std::_Rb_tree<int, std::pair<int const, int>, std::_Select1st<std::pair<int const, int> >, std::less<int>, std::allocator<std::pair<int const, int> > >::_M_get_insert_unique_pos(int const&) [773]
                0.00    0.00   60753/60754       std::map<int, int, std::less<int>, std::allocator<std::pair<int const, int> > >::operator[](int const&) [407]
[401]    0.0    0.00    0.00   60754         std::operator==(std::_Rb_tree_iterator<std::pair<int const, int> > const&, std::_Rb_tree_iterator<std::pair<int const, int> > const&) [401]
-----------------------------------------------
                0.00    0.00       1/60754       FI_Lib::make_out_path(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [740]
                0.00    0.00   60753/60754       FI_Lib::get_location_id(char const*) [22]
[402]    0.0    0.00    0.00   60754         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [402]
                0.00    0.00   60754/60754       std::integral_constant<bool, true>::operator bool() const [398]
                0.00    0.00   60754/121508      std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [350]
-----------------------------------------------
                0.00    0.00    5727/60753       FI_Lib::get_faulty_boolean(int, int) [440]
                0.00    0.00   55026/60753       FI_Lib::get_faulty_double(int, double) [422]
[403]    0.0    0.00    0.00   60753         std::map<int, double, std::less<int>, std::allocator<std::pair<int const, double> > >::end() [403]
                0.00    0.00   60753/182259      std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::end() [291]
-----------------------------------------------
                0.00    0.00    5727/60753       FI_Lib::get_faulty_boolean(int, int) [440]
                0.00    0.00   55026/60753       FI_Lib::get_faulty_double(int, double) [422]
[404]    0.0    0.00    0.00   60753         std::map<int, double, std::less<int>, std::allocator<std::pair<int const, double> > >::find(int const&) [404]
                0.00    0.00   60753/60753       std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::find(int const&) [409]
-----------------------------------------------
